,zonal_winds,meridional_winds,Humidity,air_temp,sea_surface_temp,Cluster_type,buoy,date,month
1918,-5.2,-5.5,85.9,27.38,27.52,0,71,4/28/1994,4
1919,-2.3,-2.2,84.3,27.98,29.13,0,71,8/11/1997,8
1920,-6.1,-6,82.8,26.11,27.03,1,71,1/15/1993,1
1921,-2.9,-4.9,83.5,27.79,28.78,0,71,10/14/1997,10
1922,-1.2,0.2,92.5,25.11,27.94,1,71,9/17/1996,9
1923,1.4,1.8,82,27.88,28.73,0,71,8/28/1991,8
1924,-7.2,-5.2,88.7,25.68,27.41,1,71,12/22/1992,12
1925,-5.4,-1.6,87.1,26.54,27.45,1,71,1/1/1993,1
1926,2.8,-0.4,88.7,26.15,28.44,0,71,9/30/1995,9
1927,2.2,-6,87.1,26.93,27.84,0,71,6/6/1991,6
1928,-1.8,-0.9,86.3,26.85,28.62,0,71,7/2/1991,7
1929,-1.4,-1,84,27.32,28.75,0,71,8/1/1991,8
1930,5.8,-3.8,88.7,27.13,27.96,0,71,9/19/1991,9
1931,2.8,0.9,85.5,27.44,28.82,0,71,8/17/1991,8
1932,-8,-2.6,87.3,26.08,26.06,1,71,1/6/1998,1
1933,-2.7,3.4,86.7,27.4,27.64,0,71,12/7/1991,12
1934,-6.3,-6.5,91.4,25.8,27.14,1,71,4/12/1993,4
1935,-0.5,0.1,82,27.64,28.69,0,71,10/26/1991,10
1936,-8,-4,86.3,26.47,26.81,1,71,12/10/1996,12
1937,-6.3,-5.2,81.8,26.97,27.49,0,71,6/10/1997,6
1938,-4.1,0.1,80.9,27.19,27.93,0,71,12/19/1993,12
1939,-5.9,-7.9,84.1,26.21,26.76,1,71,1/16/1995,1
1940,-1.4,0.2,86,27.44,28.42,0,71,8/5/1997,8
1941,-6.1,-4.6,82,27.13,27.35,0,71,6/16/1992,6
1942,0.1,-1.4,91.7,25.65,28.1,0,71,7/3/1996,7
1943,1.2,3.8,85.2,26.23,28.49,0,71,11/4/1992,11
1944,-0.9,3.9,80.1,27.41,28.1,0,71,9/2/1996,9
1945,-3.6,0.3,79.3,27.64,28.73,0,71,8/17/1992,8
1946,-7.2,-6.6,82.8,26.31,27.31,1,71,3/22/1993,3
1947,-0.7,-4.3,80.9,27.68,28.26,0,71,8/4/1996,8
1948,-4.5,-2.2,85.9,26.31,27.23,1,71,1/14/1993,1
1949,-5.6,-7.1,76.2,25.76,26.76,1,71,3/31/1998,3
1950,-0.8,0.1,91.1,25.76,28.16,0,71,10/29/1995,10
1951,-1.1,2.5,88.6,26.62,28.02,0,71,7/27/1997,7
1952,-4.7,-0.1,86.7,27.52,28.51,0,71,6/19/1991,6
1953,-5.9,-3.3,82.9,27.7,27.89,0,71,12/28/1993,12
1954,-5.6,1.6,84.5,25.89,26.96,1,71,2/7/1994,2
1955,-6.7,-4.7,81.3,27.75,28.19,0,71,6/4/1998,6
1956,0.1,-4.6,81.8,28.1,28.99,0,71,9/15/1997,9
1957,-1,1.1,80.1,27.21,28.72,0,71,9/29/1992,9
1958,-6.2,-3.9,87.9,26.95,27.95,0,71,6/15/1993,6
1959,-4.4,-3.4,85.9,25.86,26.54,1,71,2/7/1995,2
1960,-1.6,-0.2,77.7,27.17,27.9,0,71,6/23/1992,6
1961,2.9,-2.2,90.6,25.93,28.5,0,71,10/14/1991,10
1962,-6.7,-5.1,88.3,26.19,26.7,1,71,1/18/1993,1
1963,-3,0,91.7,26.36,27.86,1,71,6/14/1996,6
1964,-7.7,-4.9,78.4,25.69,26.71,1,71,2/18/1998,2
1965,-2.7,-6.4,77.3,26.81,27.22,0,71,5/22/1991,5
1966,-4.6,-4.2,82.2,27.87,28.57,0,71,11/13/1997,11
1967,-1.4,2.5,81.7,27.78,28.67,0,71,7/31/1993,7
1968,-8.6,-3.9,86.3,26.04,27.03,1,71,12/5/1996,12
1969,-4.2,-2.5,76.2,26.4,27.5,0,71,3/19/1995,3
1970,-0.7,5.3,89.8,26.36,28.44,0,71,10/20/1996,10
1971,-6.7,-8.6,76.3,27.66,27.52,0,71,4/23/1994,4
1972,-8.3,-6,81.3,25.81,26.28,1,71,2/7/1997,2
1973,-2.4,4.8,78.4,28.02,28.49,0,71,11/18/1993,11
1974,-5.9,-3.6,91.5,27.01,28.66,0,71,10/30/1997,10
1975,-7.9,-5.9,80.1,25.84,26.96,1,71,2/25/1998,2
1976,-7.1,-6.1,82.8,27.74,27.91,0,71,6/4/1993,6
1977,-5.7,-7.3,79.6,25.69,26.92,1,71,4/5/1998,4
1978,4.2,3.4,88.5,26.56,28.43,0,71,10/21/1994,10
1979,-7.3,-5.4,82.5,27.03,27.3,1,71,2/27/1994,2
1980,0.2,-5.3,78.5,26.69,27.26,0,71,5/20/1991,5
1981,-6.6,-5.3,84.3,25.38,25.43,1,71,1/23/1998,1
1982,-7.8,-5.1,78.4,25.53,25.5,1,71,1/19/1998,1
1983,-3.8,-0.7,89.7,26.4,28.05,0,71,11/23/1994,11
1984,-6.1,-7.1,91.4,26.01,26.85,1,71,1/25/1995,1
1985,-4.8,-4.2,88.1,26.42,27.57,1,71,12/27/1992,12
1986,-3.6,-6.1,81.6,27.38,27.95,0,71,12/23/1993,12
1987,-4.1,0.3,83.8,26.91,27.56,0,71,3/21/1995,3
1988,1.6,2.7,92.1,25.93,28.18,0,71,8/25/1996,8
1989,-5.9,-2.2,83.2,27.52,28.57,0,71,10/23/1992,10
1990,-4.5,-4.8,80.3,27.17,27.91,0,71,6/9/1992,6
